title,pos_score_OL,neg_score_OL,pos_score_MPQA,neg_score_MPQA,pos_score_LIWC,neg_score_LIWC,pos_score_ANEW,neg_score_ANEW,length,date,country,continent
Battle of Callantsoog,12.5,0.0,37.5,12.5,12.5,0.0,0.0,0.0,8,1799-08-27,Netherlands,Europe
"United States presidential election in Arkansas, 2008",4.4643,2.6786,6.25,3.5714,7.1429,2.6786,0.8616,0.0,112,2008-11-04,,
1947 Wisconsin earthquake,6.382999999999999,0.0,8.5106,0.0,2.1277,0.0,3.4255,0.0,47,1947-05-06,United States,North America
Siege of Sidon,4.0,2.0,8.0,2.0,4.0,0.0,0.475,0.0,50,1110-12-05,,
Senussi Campaign,5.8824,1.6807,6.7227,1.6807,4.2017,0.0,0.8718,0.0,119,1915-11-19,Egypt,Africa
Battle of Basing,6.5934,3.2967,4.3956,7.6923,3.2967,7.6923,1.0824,1.9066,91,0871-01-22,United Kingdom,Europe
"European Parliament election, 2009 (Bulgaria)",6.8878,1.2755,6.1224,2.8061,8.9286,0.7653,3.4279,0.0797,392,2009-06-04,,
Battle of Otonetë,1.4286,4.2857,1.4286,8.5714,1.4286,5.7143,0.8036,0.7643,70,1446-09-27,Macedonia,Europe
Action off Bougainville,6.5574,4.918,11.4754,4.918,1.6393,1.6393,2.8115,0.7541,61,1942-02-20,,
UFC 102,5.9603,0.6623,6.6225,4.6358,4.6358,3.3113,3.0397,0.6159,151,2009-08-29,,
Battle of Cockle Creek,1.7857,3.5714,8.9286,1.7857,8.9286,3.5714,1.8304,0.0,56,1861-10-05,,
Battle of Benavente,6.2147,2.8249,7.9096,3.3898,6.2147,0.565,1.5254,0.3023,177,1808-12-29,Spain,Europe
Battle of Elands River (1901),2.1277,5.3191,6.382999999999999,6.382999999999999,4.2553,3.1915,2.0691,0.0,94,1901-09-17,South Africa,Africa
"Chilean presidential election, 2009–10",2.4404,1.5891,4.7106,1.9864,3.4052,1.0783,1.5864,0.06,1762,2010-01-17,,
Backlash: In Your House,3.0675,3.0675,7.9755,3.0675,3.0675,1.8405,1.4325,0.0,163,1999-04-25,,
"Mongolian presidential election, 2009",5.8333,2.5,5.8333,4.1667,5.0,2.5,0.8313,1.3375,120,2009-05-24,,
2009 Coppa Italia Final,2.1552,2.5862,4.7414,4.3103,4.3103,2.1552,1.7511,0.2123,232,2009-05-13,,
2009 Football League Two play-off Final,0.0,17.2043,2.1505,10.7527,2.1505,7.5269,0.0645,0.0,93,2009-05-23,,
Battle of Mogadishu (2009),0.9009,1.8018,2.7027,1.8018,2.7027,0.9009,0.8694,0.0,111,2009-10-01,,
2009 UEFA Super Cup,1.5625,3.125,7.8125,3.125,7.8125,1.5625,3.7656,0.0,64,2009-08-28,,
"Indian general election, 2009 (Tamil Nadu)",1.3699,1.3699,6.8493,2.7397,6.8493,1.3699,1.3219,0.0,73,2009-05-13,,
Albanian–Venetian War,5.9277,5.2879,8.1107,8.5999,5.0809,6.2853,2.0619,2.1772,5314,1448-10-04,,
Defence of Kamalpur,2.0408,10.2041,10.2041,6.1224,4.0816,2.0408,1.4847,0.1429,49,1971-12-04,,
Operation Black Thunderstorm,1.7751,3.5503,2.3669,2.9586,0.5917,1.1834,0.4749,0.6021,169,2009-04-26,,
"Glasgow North East by-election, 2009",3.8052,3.5008,7.4581,3.9574,3.9574,1.5221,1.8486,0.2062,657,2009-11-12,,
"Speaker of the British House of Commons election, 2009",2.8916,1.9277,11.8072,2.1687,2.1687,0.4819,1.5404,0.0,415,2009-06-22,,
Battle of Camp Hill,1.25,6.25,1.25,5.0,1.25,2.5,0.225,1.1719,80,1643-04-03,United Kingdom,Europe
Battle of Fajardo,1.4706,1.4706,7.3529,2.9412,7.3529,1.4706,1.4191,0.0,68,1898-08-01,,
"European Parliament election, 2009 (Finland)",1.087,2.1739,4.3478,2.1739,3.2609,1.087,1.1033,0.0,92,2009-06-07,,
Uruguayan War,4.5226,2.5126,7.5377,2.0101,4.0201,2.0101,1.9095,0.0,199,1865-02-20,,
Battle of Bologna,1.1111,10.0,3.3333,11.1111,1.1111,4.4444,0.8389,0.8333,90,1945-04-21,,
Wager's Action,7.5221,3.5398,11.5044,3.9823,5.3097,2.2124,2.2743,0.9093,226,1708-06-08,,
"Western Australian state election, 2013",4.0816,0.0,7.1429,1.0204,2.0408,0.0,0.6735,0.0,98,2013-03-09,,
67th World Science Fiction Convention,1.3889,2.0833,4.8611,2.0833,3.4722,0.6944,1.6354,0.0,144,2009-08-10,,
Second Anglo-Dutch War,2.8571,2.8571,5.7143,5.7143,5.7143,1.4286,1.3786,0.0,70,1665-03-04,,
2009 Heineken Cup Final,4.878,0.0,12.1951,0.0,4.878,0.0,2.0,0.0,41,2009-05-23,,
Battle of Ancona,9.434,0.0,16.9811,0.0,16.9811,0.0,2.3679,0.0,53,1944-07-18,,
Second Battle of Swat,3.1746,3.1746,7.9365,5.8201,5.291,3.1746,3.3347,1.3135,189,2009-07-15,,
Liverpool F.C. 0–2 Arsenal F.C. (26 May 1989),5.5961,2.6764,9.7324,3.4063,4.3796,1.2165,1.4957,0.4532,411,1989-05-26,,
Battle of Young's House,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1780-02-03,United States,North America
UFC 104,5.3521,4.507,7.8873,7.6056,4.2254,5.3521,1.4556,1.1831,355,2009-10-24,,
"United States Senate election in California, 1950",3.4442,1.5439,5.8789,2.2565,3.5036,0.9501,0.9583,0.0895,1684,1950-11-07,,
1987 Scottish League Cup Final,1.5625,4.6875,4.6875,4.6875,3.125,1.5625,1.207,1.9648,64,1987-10-25,,
"Japanese general election, 1980",1.6949,3.3898,5.0847,3.3898,5.0847,1.6949,1.6356,0.0,59,1980-06-22,,
"Japanese House of Councillors election, 1980",1.6949,1.6949,5.0847,3.3898,5.0847,1.6949,1.6356,0.0,59,1980-06-22,,
"Japanese House of Councillors election, 1983",1.6949,3.3898,5.0847,3.3898,5.0847,1.6949,1.6356,0.0,59,1983-06-26,,
"Japanese House of Councillors election, 1989",1.6949,3.3898,5.0847,1.6949,5.0847,1.6949,1.6356,0.0,59,1989-07-23,,
Fall of Kabul,1.6949,3.3898,5.0847,3.3898,5.0847,1.6949,1.839,0.2373,59,2001-11-14,,
"Indian presidential election, 1969",0.0,6.6667,13.3333,6.6667,13.3333,6.6667,0.0,0.0,15,1969-08-16,,
"Madras Legislative Assembly election, 1962",1.7751,1.7751,6.5089,4.7337,5.3254,1.7751,0.713,0.5562,169,1962-02-21,,
"Madras Legislative Assembly election, 1957",1.3793,2.7586,4.8276,4.8276,4.1379,1.3793,0.7190000000000001,0.481,145,1957-03-31,,
"Madras Legislative Assembly election, 1952",3.4628,2.5338,4.4764,3.2095,3.125,1.3514,0.9812,0.2318,1184,1952-03-27,,
2008 Football League Two play-off Final,1.2048,2.4096,6.0241,2.4096,6.0241,2.4096,1.1627,0.0,83,2008-05-26,,
1984 Morgan Hill earthquake,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,25,1984-04-24,United States,North America
"United States presidential election in Maine, 2008",1.4493,2.8986,7.2464,2.8986,7.2464,2.8986,1.5072,0.0,69,2008-11-04,,
"United States presidential election in Montana, 2008",2.2388,1.4925,5.2239,2.2388,3.7313,1.4925,0.7201,0.0,134,2008-11-04,,
"United States presidential election in New Mexico, 2008",1.9608,1.3072,4.5752,1.3072,3.268,1.3072,0.6699,0.0,153,2008-11-04,,
"United States presidential election in North Carolina, 2008",1.7647,1.7647,4.1176,1.7647,2.9412,1.1765,0.6029,0.0,170,2008-11-04,,
"United States presidential election in North Dakota, 2008",2.381,1.5873,5.5556,1.5873,3.9683,1.5873,0.7659,0.0,126,2008-11-04,,
"United States presidential election in South Carolina, 2008",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2008-11-04,,
"United States presidential election in Tennessee, 2008",1.0,2.0,5.0,2.0,5.0,2.0,1.025,0.0,100,2008-11-04,,
Shimmer Volumes,0.0,0.0,4.3478,0.0,0.0,0.0,0.3587,0.0,23,2015-10-11,,
"United States presidential election in Arizona, 2008",2.9851,1.99,5.9701,2.4876,2.9851,1.4925,0.4801,0.0,201,2008-11-04,,
"United States Senate election in Massachusetts, 2006",0.0,0.0,11.1111,0.0,0.0,0.0,0.7639,0.0,18,2006-11-07,,
"United States Senate election in Massachusetts, 2012",5.2712,3.9103,9.8716,5.1754,4.332,2.0893,1.1801,0.2954,5217,2012-11-06,,
Battle of Bau,1.7857,3.5714,5.3571,3.5714,5.3571,1.7857,1.7232,0.0,56,1965-11-21,,
1905 Kangra earthquake,1.7857,3.5714,5.3571,3.5714,5.3571,1.7857,1.9375,0.0,56,1905-04-04,India,Asia
SummerSlam (2009),3.8737,2.0086,7.0301,3.5868,3.4433,2.1521,1.2428,0.1105,697,2009-08-23,,
"Democratic Party (Italy) leadership election, 2007",0.9662,1.9324,2.8986,1.9324,2.8986,0.9662,0.9686,0.0,207,2007-10-14,,
2009 Honduras earthquake,1.9231,1.9231,1.9231,1.9231,0.9615,0.9615,0.6755,0.4688,104,2009-05-28,,
Galilee earthquake of 1837,2.7273,6.6234,4.1558,6.8831,2.3377,3.3766,2.6146,0.6315,770,1837-01-01,Israel,Asia
"New York's 23rd congressional district special election, 2009",5.4222,2.8974,8.7334,3.9735,4.6772,1.5315,1.8173,0.171,2416,2009-11-03,,
"Afghan presidential election, 2009",1.2658,2.9536,3.6057,3.4522,1.8028,1.6878,0.5746,0.3423,2607,2009-08-20,,
Operation Shoter,4.6911,3.7757,7.6659,5.3776,3.4325,2.8604,1.1402,0.3098,874,1948-07-26,,
1985 Kenilworth Road riot,6.8323,2.4845,13.0435,3.7267,8.0745,1.8634,0.7624,1.2671,161,1985-03-13,,
Battle off Texel,2.5,0.0,5.0,0.0,5.0,0.0,0.0,0.0,40,1914-10-17,,
"Iraqi Kurdistan governorate elections, 2005",1.4286,2.8571,7.1429,2.8571,4.2857,1.4286,1.3786,0.0,70,2005-01-31,,
"City of York Council election, 2007",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2007-05-03,,
Battle of Old Trafford,5.0085,5.2409,10.186,7.2908,5.4522,3.1276,2.1654,0.4371,4732,2003-09-21,,
"Lincolnshire County Council election, 2009",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2009-06-04,,
"European Parliament election, 2009 (Netherlands)",2.2222,1.6667,4.4444,1.1111,6.1111,1.6667,1.0347,0.0,180,2009-06-04,,
"European Parliament election, 2009 (Belgium)",2.0408,4.0816,6.1224,4.0816,6.1224,2.0408,1.9694,0.0,49,2009-06-07,,
"European Parliament election, 2009 (Germany)",1.8519,1.8519,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,2009-06-07,,
"European Parliament election, 2009 (Poland)",0.7692,1.5385,3.8462,1.5385,2.3077,0.7692,0.7423,0.0,130,2009-06-07,,
Battle of Oranik (1448),2.2222,2.2222,3.7037,4.4444,3.7037,2.963,1.137,0.113,135,1448-08-14,Macedonia,Europe
"Sammarinese general election, 2008",0.0,3.7037,0.0,3.7037,0.0,3.7037,1.5833,0.0,27,2008-11-09,,
1991 Uttarkashi earthquake,6.6667,0.0,6.6667,0.0,0.0,0.0,2.5,0.0,15,1991-10-20,India,Asia
Battle of Paranthan,1.5385,3.0769,9.2308,3.0769,7.6923,3.0769,1.7154,0.0,65,2008-12-30,,
Operation Paula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1940-06-03,,
"Gabonese presidential election, 2009",0.1348,0.0,0.4043,0.0,0.4043,0.0,0.2129,0.0,742,2009-08-30,,
Battle of Belgium,2.9292,3.2698,5.7902,3.8147,3.5422,1.4305,0.7199,0.2113,1468,1940-05-28,,
Battle of Las Tres Acequias,7.1429,0.0,7.1429,0.0,7.1429,0.0,2.9286,0.0,14,1814-08-26,Chile,South America
Battle of El Roble,14.2857,0.0,14.2857,0.0,7.1429,0.0,2.9286,0.0,14,1813-10-17,Chile,South America
Battle of Columbus (1916),6.0870000000000015,3.913,8.2609,5.0,4.5652,5.4348,2.2408,0.4163,460,1916-03-09,United States,North America
Siege of Chillán,14.2857,0.0,14.2857,0.0,7.1429,0.0,2.9286,0.0,14,1813-08-10,Chile,South America
1964 Inter-Cities Fairs Cup Final,1.7544,3.5088,8.7719,3.5088,8.7719,3.5088,1.693,0.0,57,1964-06-24,,
1965 Inter-Cities Fairs Cup Final,1.7544,3.5088,8.7719,3.5088,8.7719,3.5088,1.693,0.0,57,1965-06-23,,
"Belgian regional elections, 1989",1.6667,3.3333,8.3333,3.3333,10.0,3.3333,1.6083,0.0,60,1989-06-18,,
"Iranian presidential election, 1980",4.7619,3.4014,9.5238,4.0816,2.0408,1.3605,0.9201,0.0,147,1980-01-25,,
"Iranian local elections, 2006",0.9804,1.9608,2.9412,1.9608,2.9412,0.9804,1.2402,0.0,102,2006-12-15,,
"Iranian Assembly of Experts election, 2006",1.7751,2.9586,4.7337,2.9586,2.9586,1.7751,1.4527,0.2322,169,2006-12-15,,
"European Parliament election, 1979 (Netherlands)",1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,1.6638,0.0,58,1979-06-07,,
"European Parliament election, 1984 (Netherlands)",1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,1.6638,0.0,58,1984-06-14,,
"European Parliament election, 1989 (Netherlands)",1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,1.6638,0.0,58,1989-06-15,,
"European Parliament election, 1994 (Netherlands)",1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,1.6638,0.0,58,1994-06-09,,
2009 Sobat River ambush,9.6774,9.6774,16.129,12.9032,6.4516,0.0,0.0,0.0,31,2009-06-12,S. Sudan,Africa
Invasion of Sumatra (1942),0.7463,1.4925,4.4776,1.4925,4.4776,0.7463,0.7201,0.0,134,1942-03-28,,
"European Parliament election, 1994 (Germany)",1.7241,3.4483,5.1724,3.4483,5.1724,1.7241,1.6638,0.0,58,1994-06-12,,
"European Parliament election, 1989 (Italy)",0.0,4.2553,10.6383,4.2553,6.382999999999999,4.2553,0.0,1.5266,47,1989-06-18,,
Battle of Ossów,2.8986,4.3478,5.7971,8.6957,2.8986,1.4493,2.6848,0.6196,69,1920-08-14,Poland,Europe
Battle of Route Bismarck,6.1818,3.6364,8.0,9.0909,7.2727,4.7273,1.9136,0.2391,275,2007-04-24,,
Operation Wellhit,0.0,0.0,3.0303,0.0,0.0,3.0303,0.0,0.0,33,1944-09-22,,
"Labour Party (UK) leadership election, 1994",8.6957,8.6957,17.3913,8.6957,17.3913,4.3478,5.0543,0.0,23,1994-07-21,,
Thirteenth Siege of Gibraltar,3.7736,1.8868,5.6604,1.8868,1.8868,0.0,3.6651,0.0,53,1727-06-12,Spain,Europe
Battle of Gemas,7.7381,2.9762,13.6905,5.3571,5.3571,3.5714,2.6057,0.6518,168,1942-01-14,Malaysia,Asia
DGUSA Enter the Dragon,1.7857,3.5714,5.3571,3.5714,5.3571,1.7857,1.7232,0.0,56,2011-06-05,,
Strikeforce: Carano vs. Cyborg,6.6127,2.2942,11.2011,5.9379,3.9136,3.5088,1.365,0.6515,741,2009-08-15,,
Bound for Glory (2009),3.3003,4.2904,7.2607,3.3003,5.2805,1.9802,1.3573,0.3061,303,2009-10-18,,
"Indian general election, 1991",3.4091,1.1364,7.9545,4.5455,5.6818,1.1364,1.4347,0.5341,88,1991-06-15,,
"Indian general election, 1977",1.8519,1.8519,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,1977-03-20,,
"Indian general election, 1967",1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,1967-02-21,,
Battle of Khorramshahr,1.1111,3.3333,6.6667,4.4444,4.4444,1.1111,2.825,1.8833,90,1980-11-10,Iran,Asia
1996 Gangneung submarine infiltration incident,1.5385,3.0769,1.5385,4.6154,0.7692,2.3077,2.2404,1.3404,130,1996-09-17,,
"Norwich North by-election, 2009",2.9586,2.3669,5.9172,2.3669,2.3669,0.0,0.5237,0.0,169,2009-07-23,,
Hard Justice (2009),4.5545,1.7822,7.3267,2.1782,3.7624,0.5941,2.2525,0.2144,505,2009-08-16,,
No Surrender (2009),5.0398,6.1008,6.8966,6.6313,5.5703,1.8568,3.3269,0.4038,377,2009-09-20,,
Coup of 18 Fructidor,1.6129,0.0,3.2258,0.0,4.8387,0.0,1.5161,0.0,62,1797-09-04,,
Battle of Sedan (1940),3.7234,1.5957,7.9787,2.6596,5.8511,0.5319,0.754,0.371,188,1940-05-15,France,Europe
Operation Cottbus,16.6667,0.0,33.3333,0.0,33.3333,0.0,0.0,0.0,6,1943-06-24,,
Operation Rah-e-Nijat,6.25,3.125,5.625,3.75,1.875,1.25,1.0422,0.4953,160,2009-12-12,,
Battle of Am Dam,1.6393,3.2787,8.1967,3.2787,8.1967,3.2787,1.8279,0.0,61,2009-05-07,Chad,Africa
Indian Ocean raid (1944),0.8621,2.5862,4.3103,2.5862,2.5862,1.7241,0.9353,0.0,116,1944-03-16,,
Hungary v El Salvador (1982 FIFA World Cup),6.25,2.7778,6.25,4.8611,6.9444,1.3889,1.7778,0.6267,144,1982-06-15,,
Backlash (2000),8.6957,6.5217,15.2174,8.6957,0.0,2.1739,0.6739,0.0,46,2000-04-30,,
"Honduran general election, 2009",4.1706,2.7698,7.3225,3.6931,3.9796,1.369,1.6807,0.3516,3141,2009-11-29,,
WWE Breaking Point,1.9608,3.612,5.16,2.8896,3.3024,1.7544,0.9621,0.6362,969,2009-09-13,,
1348 Friuli earthquake,0.0,11.1111,0.0,22.2222,0.0,0.0,0.0,0.0,9,1348-01-25,Italy,Europe
"Moldovan parliamentary election, July 2009",3.1339,2.849,6.2678,4.5584,3.7037,1.4245,1.3048,0.3511,351,2009-07-29,,
St. Francis Raid,0.0,4.7619,0.0,4.7619,0.0,2.381,2.7024,0.0,42,1759-10-04,Canada,North America
"Albanian parliamentary election, 2009",0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,40,2009-06-28,,
Operation Undergo,12.9032,1.6129,17.7419,1.6129,8.0645,0.0,2.1371,0.0,62,1944-10-01,,
Battle of Aidabasalala,1.7241,1.7241,8.6207,3.4483,8.6207,1.7241,1.6638,0.0,58,1999-10-16,Timor-Leste,Asia
Operation Strike of the Sword,3.5861,3.4836,5.4303,3.4836,3.3811,1.7418,1.2154,0.615,976,2009-08-20,,
Judgment Day (2000),1.7241,3.4483,5.1724,3.4483,5.1724,1.7241,1.8707,0.0,58,2000-05-21,,
EICMA,0.0,0.0,0.0,14.2857,0.0,0.0,0.0,0.0,7,2015-11-19,,
Operation Panther's Claw,6.25,6.25,16.6667,0.0,6.25,2.0833,1.4323,0.7969,48,2009-06-19,,
"Mauritian general election, 2010",0.905,0.905,2.7149,1.3575,1.81,0.4525,0.4876,0.0,221,2010-05-05,,
Extreme Rules (2009),2.6136,2.1591,5.4545,4.5455,3.6364,1.3636,1.2091,0.5514,880,2009-06-07,,
Battle of Belaćevac Mine,2.5,4.4444,6.3889,7.5,2.2222,2.5,2.1646,0.941,360,1998-07-01,,
1986 San Salvador earthquake,2.7211,2.7211,4.7619,2.7211,3.4014,1.3605,0.5272,0.3316,147,1986-10-10,El Salvador,North America
"Manchester, New Hampshire municipal election, 2009",2.7638,1.7588,6.7839,3.0151,4.5226,1.2563,1.4705,0.0,398,2009-11-03,,
"Democratic Party presidential primaries, 1964",1.7699,0.885,5.3097,1.7699,5.3097,0.885,1.6726,0.0,113,1964-06-02,,
Battle of Muktsar,6.6975,5.3118,12.0092,7.3903,7.3903,2.7714,0.9815,0.0999,433,1705-12-29,,
BETT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2016-01-23,,
Battle of Tacna,0.3135,0.9404,1.8809,0.9404,1.8809,0.9404,0.5361,0.0,319,1880-05-26,,
"Mexican legislative election, 2009",7.1429,3.5714,14.2857,14.2857,7.1429,3.5714,0.0,0.0,28,2009-07-05,,
1755 Cape Ann earthquake,4.2373,2.5424,5.9322,2.5424,5.9322,0.8475,1.3411,0.0,118,1755-11-18,,
"Bulgarian parliamentary election, 2009",3.012,3.9157,6.3253,4.5181,5.4217,3.012,0.7899,0.5196,332,2009-07-05,,
Great Swamp Fight,2.381,6.5476,5.0595,5.6548,1.4881,2.6786,0.6964,0.1287,336,1675-12-19,,
"Barking and Dagenham London Borough Council election, 2006",1.6667,3.3333,8.3333,3.3333,8.3333,3.3333,1.6083,0.0,60,2006-05-04,,
"Bulgarian parliamentary election, 1991",1.5152,3.0303,4.5455,3.0303,4.5455,1.5152,1.4621,0.0,66,1991-10-13,,
"Bulgarian parliamentary election, 1997",1.5152,3.0303,4.5455,3.0303,4.5455,1.5152,1.4621,0.0,66,1997-04-19,,
"Washington, D.C. mayoral election, 1994",16.6667,0.0,25.0,0.0,16.6667,0.0,5.6875,0.0,12,1994-11-08,,
23rd World Science Fiction Convention,1.8182,3.6364,7.2727,3.6364,7.2727,2.7273,1.8636,0.0,110,1965-08-30,,
55th World Science Fiction Convention,1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,1997-09-01,,
856 Damghan earthquake,1.5873,3.1746,7.9365,3.1746,7.9365,3.1746,2.7222,0.0,63,0856-12-22,Iran,Asia
UFC 103,2.6667,2.0,8.0,7.3333,4.0,4.0,2.1083,1.3433,150,2009-09-19,,
K-1 Grand Prix '93,1.7391,3.4783,5.2174,3.4783,5.2174,1.7391,1.6783,0.0,115,1993-04-30,,
2010 Football League Cup Final,1.1494,2.2989,4.5977,2.2989,4.5977,1.7241,1.2816,0.0,174,2010-02-28,,
First Battle of Cancha Rayada,14.2857,0.0,14.2857,0.0,7.1429,0.0,2.9286,0.0,14,1814-03-29,,
First Battle of Talca,14.2857,0.0,14.2857,0.0,7.1429,0.0,2.9286,0.0,14,1814-03-03,,
Battle of Quechereguas,14.2857,0.0,14.2857,0.0,7.1429,0.0,2.9286,0.0,14,1814-04-08,,
Battle of San Carlos (1813),10.0,7.5,15.0,10.0,10.0,5.0,2.5687,0.775,40,1813-05-15,Chile,South America
Battle of Membrillar,14.2857,0.0,14.2857,0.0,7.1429,0.0,2.9286,0.0,14,1814-03-20,,
Capture of Berwick (1296),18.1818,27.2727,18.1818,27.2727,9.0909,18.1818,5.6136,7.5227,11,1296-03-30,United Kingdom,Europe
Battle of Bong Son,2.2222,1.4815,2.2222,0.7407,2.2222,0.7407,1.6296,0.0,135,1966-02-12,,
UFC Fight Night: Diaz vs. Guillard,0.0,0.0,11.1111,0.0,11.1111,0.0,0.0,0.0,9,2009-09-16,,
Dream 12,1.6129,3.2258,6.4516,3.2258,6.4516,2.4194,2.2077,0.0,124,2009-10-25,,
"United States presidential election in Texas, 2008",2.2556,1.5038,6.015,2.2556,3.7594,1.5038,0.7256,0.0,133,2008-11-04,,
Battle of Tripolje,5.2811,3.0664,8.6882,3.5775,4.2589,1.1925,2.0336,0.1712,587,1402-11-21,Kosovo,Europe
K-1 World MAX 2009 World Championship Tournament Final,1.6949,3.3898,5.0847,3.3898,5.0847,1.6949,2.1483,0.0,59,2009-10-26,,
2009 Fiordland earthquake,2.0,0.0,2.0,2.0,4.0,0.0,1.44,0.0,50,2009-07-15,New Zealand,Oceania
Battle of Ingalls,1.7857,3.5714,5.3571,3.5714,5.3571,1.7857,1.7232,0.0,56,1893-09-01,United States,North America
"Rochester mayoral election, 2009",0.0,0.0,14.2857,0.0,14.2857,0.0,0.0,0.0,7,2009-11-03,,
"United States Senate election in Alabama, 2004",4.918,3.2787,13.1148,9.8361,6.5574,3.2787,0.0,0.7705,61,2004-11-02,,
"Cornwall Council election, 2009",6.25,0.0,12.5,0.0,18.75,0.0,7.8125,0.0,16,2009-06-04,,
2009 Toronto International Film Festival,0.9709,0.9709,2.9126,0.9709,2.9126,0.0,1.9709,0.0,103,2009-09-10,,
Dream 11,0.7463,1.4925,3.7313,1.4925,3.7313,1.4925,0.944,0.0,134,2009-10-06,,
Action of 21 July 1781,1.9608,1.9608,3.9216,1.9608,1.9608,3.9216,1.0441,0.0,51,1781-07-21,Canada,North America
Battle of Fort Driant,3.9216,1.1204,6.4426,2.2409,3.9216,1.6807,1.1106,0.2045,357,1944-09-27,France,Europe
Battle of El Quilo,14.2857,0.0,14.2857,0.0,7.1429,0.0,2.9286,0.0,14,1814-03-19,,
Fanning Raid,1.0638,3.1915,5.3191,4.2553,4.2553,4.2553,1.4335,0.0,94,1914-09-07,,
Action of 4 May 1917,5.53,6.9124,10.1382,9.6774,1.8433,1.8433,1.1118,0.0,217,1917-05-04,,
Convoy GP55,1.1628,2.3256,3.4884,2.3256,3.4884,1.1628,1.4012,0.0,86,1943-06-20,,
1991 Supercoppa Italiana,0.0,13.0435,4.3478,13.0435,4.3478,8.6957,0.0,0.0,23,1991-08-24,,
Battle of Pegu,2.381,4.7619,4.7619,4.7619,0.0,0.0,0.4702,0.5,42,1942-03-07,,
2009 Munster Senior Hurling Championship Final,1.4493,2.8986,5.7971,2.8986,5.7971,2.1739,1.3986,0.0,138,2009-07-12,,
Bombardment of Fort Stevens,1.7241,3.4483,5.1724,3.4483,5.1724,1.7241,1.6638,0.0,58,1942-06-21,United States,North America
Kingisepp–Gdov Offensive,0.0,14.2857,4.7619,14.2857,9.5238,0.0,0.6548,0.0,21,1944-03-01,,
Battle of Puerto Plata Harbor,1.2195,2.439,3.6585,2.439,3.6585,1.2195,1.3232,0.0,82,1800-05-11,,
Action of 17 November 1917,5.2632,7.0175,10.5263,8.7719,7.0175,3.5088,1.7061,0.0,57,1917-11-17,,
Bombardment of Madras,1.5544,6.2176,5.6995,7.2539,5.1813,4.6632,1.6503,0.0,193,1914-09-22,,
Spanish–Portuguese War (1735–37),5.5556,0.0,5.5556,0.0,0.0,0.0,0.7639,0.0,18,1735-10-14,,
Bombardment of Ancona,1.8519,3.7037,5.5556,3.7037,5.5556,1.8519,1.787,0.0,54,1915-05-24,,
Narva Offensive (15–28 February 1944),2.4,4.0,4.0,4.8,3.2,4.0,0.24,1.59,125,1944-02-28,Russia,Europe
Dartmouth Conferences (peace),5.4054,0.0,8.1081,0.0,2.7027,0.0,2.5743,0.4527,37,2015-10-30,,
Narva Offensive (1–4 March 1944),1.2346,3.7037,1.2346,3.7037,1.2346,2.4691,0.0802,0.0,81,1944-03-04,Russia,Europe
UFC 105,2.9167,3.75,4.1667,4.5833,3.3333,4.5833,3.1906,0.3833,240,2009-11-14,,
"Northern Ireland Assembly election, 2011",3.7471,2.8884,7.26,4.9961,2.9664,1.5613,2.7469,0.1573,1281,2011-05-05,,
"Hamburg state election, 1997",1.1111,2.2222,3.3333,2.2222,3.3333,1.1111,1.1944,0.0,90,1997-09-21,,
2009 Supercupa României,1.7241,3.4483,8.6207,3.4483,8.6207,3.4483,1.6638,0.0,58,2009-07-26,,
"Hamburg state election, 1993",1.1111,2.2222,3.3333,2.2222,3.3333,1.1111,1.1944,0.0,90,1993-09-19,,
2009 Boko Haram uprising,3.7175,3.3457,7.0632,4.8327,2.974,2.6022,1.2063,0.6134,269,2009-07-29,Nigeria,Africa
Battle of Glodjane,2.3411,4.5151,6.0201,6.1873,2.5084,3.3445,1.7513,0.5594,598,1998-08-12,,
Battle of Imbros,5.3333,5.3333,6.6667,2.6667,5.3333,4.0,2.1067,0.48,75,1918-01-20,,
Operation Fischreiher,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,11,1942-07-22,,
Sinking of SS Kaiser Wilhelm der Grosse,8.6667,6.0,10.0,6.0,5.3333,0.6667,0.36,0.0,150,1914-08-26,Morocco,Africa
2002 FA Community Shield,0.0,4.1667,4.1667,4.1667,4.1667,0.0,0.0,0.0,24,2002-08-11,,
